areaCode,areaName,areaType,date,newAdmissions,newCasesByPublishDate,newDeaths28DaysByDeathDate
E92000001,England,nation,8/17/20,46,634,12
E92000001,England,nation,8/16/20,39,952,4
E92000001,England,nation,8/15/20,38,934,11
E92000001,England,nation,8/14/20,55,1284,6
E92000001,England,nation,8/13/20,60,1059,7
E92000001,England,nation,8/12/20,51,925,6
E92000001,England,nation,8/11/20,63,1035,10
E92000001,England,nation,8/10/20,50,699,11
E92000001,England,nation,8/9/20,53,988,9
E92000001,England,nation,8/8/20,78,679,11
E92000001,England,nation,8/7/20,60,796,8
E92000001,England,nation,8/6/20,52,826,9
E92000001,England,nation,8/5/20,60,804,3
E92000001,England,nation,8/4/20,58,617,10
E92000001,England,nation,8/3/20,74,856,15
E92000001,England,nation,8/2/20,57,676,8
E92000001,England,nation,8/1/20,50,722,9
E92000001,England,nation,7/31/20,55,814,10
E92000001,England,nation,7/30/20,75,812,8
E92000001,England,nation,7/29/20,63,700,8
E92000001,England,nation,7/28/20,69,547,10
E92000001,England,nation,7/27/20,82,616,11
E92000001,England,nation,7/26/20,64,721,15
E92000001,England,nation,7/25/20,65,710,14
E92000001,England,nation,7/24/20,93,688,6
E92000001,England,nation,7/23/20,109,702,16
E92000001,England,nation,7/22/20,82,519,17
E92000001,England,nation,7/21/20,79,399,19
E92000001,England,nation,7/20/20,86,535,12
E92000001,England,nation,7/19/20,72,672,14
E92000001,England,nation,7/18/20,48,796,14
E92000001,England,nation,7/17/20,83,635,18
E92000001,England,nation,7/16/20,114,597,12
E92000001,England,nation,7/15/20,116,506,20
E92000001,England,nation,7/14/20,122,372,20
E92000001,England,nation,7/13/20,137,497,23
E92000001,England,nation,7/12/20,72,615,13
E92000001,England,nation,7/11/20,97,806,20
E92000001,England,nation,7/10/20,104,480,22
E92000001,England,nation,7/9/20,136,617,35
E92000001,England,nation,7/8/20,141,606,23
E92000001,England,nation,7/7/20,148,572,26
E92000001,England,nation,7/6/20,150,331,34
E92000001,England,nation,7/5/20,131,492,24
E92000001,England,nation,7/4/20,120,579,31
E92000001,England,nation,7/3/20,146,502,26
E92000001,England,nation,7/2/20,149,523,40
E92000001,England,nation,7/1/20,201,177,22
E92000001,England,nation,6/30/20,189,196,43
E92000001,England,nation,6/29/20,172,99,34
E92000001,England,nation,6/28/20,155,142,42
E92000001,England,nation,6/27/20,209,192,39
E92000001,England,nation,6/26/20,248,175,37
E92000001,England,nation,6/25/20,256,261,58
E92000001,England,nation,6/24/20,262,107,67
E92000001,England,nation,6/23/20,275,210,62
E92000001,England,nation,6/22/20,318,178,58
E92000001,England,nation,6/21/20,215,215,47
E92000001,England,nation,6/20/20,184,324,54
E92000001,England,nation,6/19/20,253,323,47
E92000001,England,nation,6/18/20,312,281,57
E92000001,England,nation,6/17/20,334,252,54
E92000001,England,nation,6/16/20,354,252,69
E92000001,England,nation,6/15/20,365,219,63
E92000001,England,nation,6/14/20,306,292,76
E92000001,England,nation,6/13/20,265,372,53
E92000001,England,nation,6/12/20,298,392,73
E92000001,England,nation,6/11/20,330,304,71
E92000001,England,nation,6/10/20,402,63,97
E92000001,England,nation,6/9/20,397,651,85
E92000001,England,nation,6/8/20,348,92,112
E92000001,England,nation,6/7/20,323,228,113
E92000001,England,nation,6/6/20,306,422,98
E92000001,England,nation,6/5/20,380,451,109
E92000001,England,nation,6/4/20,458,431,121
E92000001,England,nation,6/3/20,491,462,138
E92000001,England,nation,6/2/20,553,444,155
E92000001,England,nation,6/1/20,522,294,122
E92000001,England,nation,5/31/20,446,320,113
E92000001,England,nation,5/30/20,466,715,145
E92000001,England,nation,5/29/20,499,560,163
E92000001,England,nation,5/28/20,570,519,182
E92000001,England,nation,5/27/20,589,609,171
E92000001,England,nation,5/26/20,578,492,189
E92000001,England,nation,5/25/20,498,494,175
E92000001,England,nation,5/24/20,497,584,169
E92000001,England,nation,5/23/20,504,979,200
E92000001,England,nation,5/22/20,638,1083,195
E92000001,England,nation,5/21/20,715,854,201
E92000001,England,nation,5/20/20,732,824,234
E92000001,England,nation,5/19/20,752,857,231
E92000001,England,nation,5/18/20,733,816,253
E92000001,England,nation,5/17/20,673,788,223
E92000001,England,nation,5/16/20,671,1136,268
E92000001,England,nation,5/15/20,738,1112,269
E92000001,England,nation,5/14/20,763,1189,277
E92000001,England,nation,5/13/20,804,1146,256
E92000001,England,nation,5/12/20,844,1067,275
E92000001,England,nation,5/11/20,866,891,260
E92000001,England,nation,5/10/20,756,1007,300
E92000001,England,nation,5/9/20,798,1349,330
E92000001,England,nation,5/8/20,743,1694,330
E92000001,England,nation,5/7/20,998,2133,399
E92000001,England,nation,5/6/20,1040,1611,391
E92000001,England,nation,5/5/20,959,1842,392
E92000001,England,nation,5/4/20,1063,1485,412
E92000001,England,nation,5/3/20,1044,2019,388
E92000001,England,nation,5/2/20,980,2228,424
E92000001,England,nation,5/1/20,1081,2501,479
E92000001,England,nation,4/30/20,1227,2484,484
E92000001,England,nation,4/29/20,1295,1403,494
E92000001,England,nation,4/28/20,1296,1989,498
E92000001,England,nation,4/27/20,1344,2264,506
E92000001,England,nation,4/26/20,1208,2152,560
E92000001,England,nation,4/25/20,1080,2826,555
E92000001,England,nation,4/24/20,1277,3004,603
E92000001,England,nation,4/23/20,1289,3084,595
E92000001,England,nation,4/22/20,1310,3020,643
E92000001,England,nation,4/21/20,1495,3087,651
E92000001,England,nation,4/20/20,1522,2401,685
E92000001,England,nation,4/19/20,1475,3607,686
E92000001,England,nation,4/18/20,1411,3548,706
E92000001,England,nation,4/17/20,1674,3985,742
E92000001,England,nation,4/16/20,1777,3118,754
E92000001,England,nation,4/15/20,1608,3188,782
E92000001,England,nation,4/14/20,1859,3854,768
E92000001,England,nation,4/13/20,1912,2999,805
E92000001,England,nation,4/12/20,1791,3672,857
E92000001,England,nation,4/11/20,1955,3841,864
E92000001,England,nation,4/10/20,2196,4263,850
E92000001,England,nation,4/9/20,2340,3798,874
E92000001,England,nation,4/8/20,2619,4788,976
E92000001,England,nation,4/7/20,2744,2978,910
E92000001,England,nation,4/6/20,2679,3176,806
E92000001,England,nation,4/5/20,2592,5107,829
E92000001,England,nation,4/4/20,2593,2910,838
E92000001,England,nation,4/3/20,2564,3576,743
E92000001,England,nation,4/2/20,2932,3583,732
E92000001,England,nation,4/1/20,3099,3630,698
E92000001,England,nation,3/31/20,2447,2414,604
E92000001,England,nation,3/30/20,2817,2107,539
E92000001,England,nation,3/29/20,2186,2060,464
E92000001,England,nation,3/28/20,1873,2139,384
E92000001,England,nation,3/27/20,1931,2506,374
E92000001,England,nation,3/26/20,1639,1809,337
E92000001,England,nation,3/25/20,1755,1130,278
E92000001,England,nation,3/24/20,1544,1258,219
E92000001,England,nation,3/23/20,1128,793,173
E92000001,England,nation,3/22/20,859,535,153
E92000001,England,nation,3/21/20,777,873,116
E92000001,England,nation,3/20/20,691,628,102
E92000001,England,nation,3/19/20,586,574,66
E92000001,England,nation,3/18/20,,625,67
E92000001,England,nation,3/17/20,,361,50
E92000001,England,nation,3/16/20,,97,43
E92000001,England,nation,3/15/20,,253,32
E92000001,England,nation,3/14/20,,201,20
E92000001,England,nation,3/13/20,,159,16
E92000001,England,nation,3/12/20,,99,12
E92000001,England,nation,3/11/20,,63,8
E92000001,England,nation,3/10/20,,46,3
E92000001,England,nation,3/9/20,,40,5
E92000001,England,nation,3/8/20,,58,3
E92000001,England,nation,3/7/20,,39,0
E92000001,England,nation,3/6/20,,39,0
E92000001,England,nation,3/5/20,,25,3
E92000001,England,nation,3/4/20,,32,0
E92000001,England,nation,3/3/20,,11,2
E92000001,England,nation,3/2/20,,4,1
E92000001,England,nation,3/1/20,,12,
E92000001,England,nation,2/29/20,,3,
E92000001,England,nation,2/28/20,,5,
E92000001,England,nation,2/27/20,,0,
E92000001,England,nation,2/26/20,,0,
E92000001,England,nation,2/25/20,,0,
E92000001,England,nation,2/24/20,,4,
E92000001,England,nation,2/23/20,,0,
E92000001,England,nation,2/22/20,,0,
E92000001,England,nation,2/21/20,,0,
E92000001,England,nation,2/20/20,,0,
E92000001,England,nation,2/19/20,,0,
E92000001,England,nation,2/18/20,,0,
E92000001,England,nation,2/17/20,,0,
E92000001,England,nation,2/16/20,,0,
E92000001,England,nation,2/15/20,,0,
E92000001,England,nation,2/14/20,,0,
E92000001,England,nation,2/13/20,,1,
E92000001,England,nation,2/12/20,,0,
E92000001,England,nation,2/11/20,,0,
E92000001,England,nation,2/10/20,,4,
E92000001,England,nation,2/9/20,,1,
E92000001,England,nation,2/8/20,,0,
E92000001,England,nation,2/7/20,,0,
E92000001,England,nation,2/6/20,,1,
E92000001,England,nation,2/5/20,,0,
E92000001,England,nation,2/4/20,,0,
E92000001,England,nation,2/3/20,,0,
E92000001,England,nation,2/2/20,,0,
E92000001,England,nation,2/1/20,,0,
E92000001,England,nation,1/31/20,,2,
N92000002,Northern Ireland,nation,4/4/22,,2688,
N92000002,Northern Ireland,nation,4/3/22,14,0,3
N92000002,Northern Ireland,nation,4/2/22,12,0,3
N92000002,Northern Ireland,nation,4/1/22,19,1218,5
N92000002,Northern Ireland,nation,3/31/22,17,1461,5
N92000002,Northern Ireland,nation,3/30/22,29,1414,2
N92000002,Northern Ireland,nation,3/29/22,26,1731,5
N92000002,Northern Ireland,nation,3/28/22,39,3841,4
N92000002,Northern Ireland,nation,3/27/22,27,0,7
N92000002,Northern Ireland,nation,3/26/22,32,0,3
N92000002,Northern Ireland,nation,3/25/22,40,1910,9
N92000002,Northern Ireland,nation,3/24/22,61,2524,1
N92000002,Northern Ireland,nation,3/23/22,54,2269,6
N92000002,Northern Ireland,nation,3/22/22,46,2899,4
N92000002,Northern Ireland,nation,3/21/22,30,5355,2
N92000002,Northern Ireland,nation,3/20/22,30,0,6
N92000002,Northern Ireland,nation,3/19/22,36,0,2
N92000002,Northern Ireland,nation,3/18/22,31,1798,7
N92000002,Northern Ireland,nation,3/17/22,43,2054,0
N92000002,Northern Ireland,nation,3/16/22,34,2391,3
N92000002,Northern Ireland,nation,3/15/22,41,2605,2
N92000002,Northern Ireland,nation,3/14/22,52,5523,5
N92000002,Northern Ireland,nation,3/13/22,47,0,4
N92000002,Northern Ireland,nation,3/12/22,39,0,2
N92000002,Northern Ireland,nation,3/11/22,51,2270,3
N92000002,Northern Ireland,nation,3/10/22,38,2602,2
N92000002,Northern Ireland,nation,3/9/22,47,2683,3
N92000002,Northern Ireland,nation,3/8/22,50,2669,4
N92000002,Northern Ireland,nation,3/7/22,41,5769,4
N92000002,Northern Ireland,nation,3/6/22,30,0,2
N92000002,Northern Ireland,nation,3/5/22,35,0,3
N92000002,Northern Ireland,nation,3/4/22,62,2236,2
N92000002,Northern Ireland,nation,3/3/22,57,2408,3
N92000002,Northern Ireland,nation,3/2/22,50,2407,6
N92000002,Northern Ireland,nation,3/1/22,44,2567,3
N92000002,Northern Ireland,nation,2/28/22,37,5168,3
N92000002,Northern Ireland,nation,2/27/22,31,0,5
N92000002,Northern Ireland,nation,2/26/22,41,0,0
N92000002,Northern Ireland,nation,2/25/22,39,2068,8
N92000002,Northern Ireland,nation,2/24/22,41,2486,1
N92000002,Northern Ireland,nation,2/23/22,56,2294,3
N92000002,Northern Ireland,nation,2/22/22,29,2951,4
N92000002,Northern Ireland,nation,2/21/22,44,2235,3
N92000002,Northern Ireland,nation,2/20/22,45,1865,5
N92000002,Northern Ireland,nation,2/19/22,43,2147,5
N92000002,Northern Ireland,nation,2/18/22,34,2469,7
N92000002,Northern Ireland,nation,2/17/22,46,3027,2
N92000002,Northern Ireland,nation,2/16/22,44,2889,4
N92000002,Northern Ireland,nation,2/15/22,50,2987,3
N92000002,Northern Ireland,nation,2/14/22,38,2465,4
N92000002,Northern Ireland,nation,2/13/22,27,2158,2
N92000002,Northern Ireland,nation,2/12/22,47,2633,3
N92000002,Northern Ireland,nation,2/11/22,46,2923,4
N92000002,Northern Ireland,nation,2/10/22,47,3609,2
N92000002,Northern Ireland,nation,2/9/22,51,3837,5
N92000002,Northern Ireland,nation,2/8/22,49,3959,5
N92000002,Northern Ireland,nation,2/7/22,51,3105,5
N92000002,Northern Ireland,nation,2/6/22,36,2694,2
N92000002,Northern Ireland,nation,2/5/22,42,3201,3
N92000002,Northern Ireland,nation,2/4/22,49,3833,1
N92000002,Northern Ireland,nation,2/3/22,44,4203,2
N92000002,Northern Ireland,nation,2/2/22,60,4769,3
N92000002,Northern Ireland,nation,2/1/22,49,4622,6
N92000002,Northern Ireland,nation,1/31/22,33,4159,4
N92000002,Northern Ireland,nation,1/30/22,33,3069,3
N92000002,Northern Ireland,nation,1/29/22,26,3590,3
N92000002,Northern Ireland,nation,1/28/22,35,3737,5
N92000002,Northern Ireland,nation,1/27/22,35,4243,11
N92000002,Northern Ireland,nation,1/26/22,43,4383,3
N92000002,Northern Ireland,nation,1/25/22,52,5023,7
N92000002,Northern Ireland,nation,1/24/22,29,3932,5
N92000002,Northern Ireland,nation,1/23/22,26,3059,2
N92000002,Northern Ireland,nation,1/22/22,33,3476,7
N92000002,Northern Ireland,nation,1/21/22,42,3568,4
N92000002,Northern Ireland,nation,1/20/22,38,3879,4
N92000002,Northern Ireland,nation,1/19/22,37,4451,4
N92000002,Northern Ireland,nation,1/18/22,41,4081,6
N92000002,Northern Ireland,nation,1/17/22,36,3295,3
N92000002,Northern Ireland,nation,1/16/22,25,2518,6
N92000002,Northern Ireland,nation,1/15/22,35,2668,2
N92000002,Northern Ireland,nation,1/14/22,39,2954,2
N92000002,Northern Ireland,nation,1/13/22,41,2980,8
N92000002,Northern Ireland,nation,1/12/22,48,2922,11
N92000002,Northern Ireland,nation,1/11/22,42,3420,0
N92000002,Northern Ireland,nation,1/10/22,49,2706,0
N92000002,Northern Ireland,nation,1/9/22,38,3760,7
N92000002,Northern Ireland,nation,1/8/22,40,3458,2
N92000002,Northern Ireland,nation,1/7/22,40,6444,3
N92000002,Northern Ireland,nation,1/6/22,56,6877,2
N92000002,Northern Ireland,nation,1/5/22,51,7133,3
N92000002,Northern Ireland,nation,1/4/22,42,30423,5
N92000002,Northern Ireland,nation,1/3/22,50,0,3
N92000002,Northern Ireland,nation,1/2/22,36,0,4
N92000002,Northern Ireland,nation,1/1/22,43,0,4
N92000002,Northern Ireland,nation,12/31/21,59,7215,3
N92000002,Northern Ireland,nation,12/30/21,54,4701,0
N92000002,Northern Ireland,nation,12/29/21,42,22972,4
N92000002,Northern Ireland,nation,12/28/21,38,0,4
N92000002,Northern Ireland,nation,12/27/21,47,0,3
N92000002,Northern Ireland,nation,12/26/21,33,0,2
N92000002,Northern Ireland,nation,12/25/21,25,0,4
N92000002,Northern Ireland,nation,12/24/21,36,3286,0
N92000002,Northern Ireland,nation,12/23/21,25,3227,3
N92000002,Northern Ireland,nation,12/22/21,31,3231,1
N92000002,Northern Ireland,nation,12/21/21,34,2096,2
N92000002,Northern Ireland,nation,12/20/21,19,2148,4
N92000002,Northern Ireland,nation,12/19/21,17,1798,1
N92000002,Northern Ireland,nation,12/18/21,21,2075,2
N92000002,Northern Ireland,nation,12/17/21,33,1887,5
N92000002,Northern Ireland,nation,12/16/21,33,2237,3
N92000002,Northern Ireland,nation,12/15/21,33,2156,6
N92000002,Northern Ireland,nation,12/14/21,26,1581,5
N92000002,Northern Ireland,nation,12/13/21,28,1431,3
N92000002,Northern Ireland,nation,12/12/21,28,1548,3
N92000002,Northern Ireland,nation,12/11/21,25,1446,3
N92000002,Northern Ireland,nation,12/10/21,22,1806,2
N92000002,Northern Ireland,nation,12/9/21,23,1819,4
N92000002,Northern Ireland,nation,12/8/21,27,1933,3
N92000002,Northern Ireland,nation,12/7/21,26,1658,5
N92000002,Northern Ireland,nation,12/6/21,27,1635,5
N92000002,Northern Ireland,nation,12/5/21,28,1422,2
N92000002,Northern Ireland,nation,12/4/21,27,1642,7
N92000002,Northern Ireland,nation,12/3/21,28,1908,6
N92000002,Northern Ireland,nation,12/2/21,41,2272,4
N92000002,Northern Ireland,nation,12/1/21,23,1992,2
N92000002,Northern Ireland,nation,11/30/21,35,1585,2
N92000002,Northern Ireland,nation,11/29/21,27,1464,2
N92000002,Northern Ireland,nation,11/28/21,31,1405,5
N92000002,Northern Ireland,nation,11/27/21,17,1482,3
N92000002,Northern Ireland,nation,11/26/21,20,2004,3
N92000002,Northern Ireland,nation,11/25/21,16,1549,9
N92000002,Northern Ireland,nation,11/24/21,29,1931,4
N92000002,Northern Ireland,nation,11/23/21,31,1476,7
N92000002,Northern Ireland,nation,11/22/21,31,1469,4
N92000002,Northern Ireland,nation,11/21/21,19,1406,3
N92000002,Northern Ireland,nation,11/20/21,33,1846,9
N92000002,Northern Ireland,nation,11/19/21,28,1690,2
N92000002,Northern Ireland,nation,11/18/21,29,1681,9
N92000002,Northern Ireland,nation,11/17/21,37,1848,5
N92000002,Northern Ireland,nation,11/16/21,33,1698,12
N92000002,Northern Ireland,nation,11/15/21,26,1457,6
N92000002,Northern Ireland,nation,11/14/21,23,1377,3
N92000002,Northern Ireland,nation,11/13/21,34,1806,4
N92000002,Northern Ireland,nation,11/12/21,34,1087,4
N92000002,Northern Ireland,nation,11/11/21,28,1462,5
N92000002,Northern Ireland,nation,11/10/21,37,1765,6
N92000002,Northern Ireland,nation,11/9/21,47,1228,8
N92000002,Northern Ireland,nation,11/8/21,35,1028,7
N92000002,Northern Ireland,nation,11/7/21,21,1035,7
N92000002,Northern Ireland,nation,11/6/21,30,1194,6
N92000002,Northern Ireland,nation,11/5/21,41,1164,4
N92000002,Northern Ireland,nation,11/4/21,37,1481,6
N92000002,Northern Ireland,nation,11/3/21,37,995,12
N92000002,Northern Ireland,nation,11/2/21,41,1114,8
N92000002,Northern Ireland,nation,11/1/21,35,948,4
N92000002,Northern Ireland,nation,10/31/21,25,1001,6
N92000002,Northern Ireland,nation,10/30/21,38,1207,8
N92000002,Northern Ireland,nation,10/29/21,38,1321,10
N92000002,Northern Ireland,nation,10/28/21,44,1122,6
N92000002,Northern Ireland,nation,10/27/21,40,1291,7
N92000002,Northern Ireland,nation,10/26/21,41,1124,4
N92000002,Northern Ireland,nation,10/25/21,41,1019,5
N92000002,Northern Ireland,nation,10/24/21,32,1061,3
N92000002,Northern Ireland,nation,10/23/21,33,1323,6
N92000002,Northern Ireland,nation,10/22/21,26,1355,11
N92000002,Northern Ireland,nation,10/21/21,39,1051,7
N92000002,Northern Ireland,nation,10/20/21,42,1423,3
N92000002,Northern Ireland,nation,10/19/21,47,1367,5
N92000002,Northern Ireland,nation,10/18/21,42,1091,9
N92000002,Northern Ireland,nation,10/17/21,41,966,2
N92000002,Northern Ireland,nation,10/16/21,22,1218,6
N92000002,Northern Ireland,nation,10/15/21,32,1349,4
N92000002,Northern Ireland,nation,10/14/21,33,1304,5
N92000002,Northern Ireland,nation,10/13/21,41,1471,5
N92000002,Northern Ireland,nation,10/12/21,45,1278,3
N92000002,Northern Ireland,nation,10/11/21,37,1109,5
N92000002,Northern Ireland,nation,10/10/21,20,1115,2
N92000002,Northern Ireland,nation,10/9/21,34,1274,5
N92000002,Northern Ireland,nation,10/8/21,24,1276,4
N92000002,Northern Ireland,nation,10/7/21,34,1305,3
N92000002,Northern Ireland,nation,10/6/21,35,1339,2
N92000002,Northern Ireland,nation,10/5/21,35,1209,3
N92000002,Northern Ireland,nation,10/4/21,30,1080,3
N92000002,Northern Ireland,nation,10/3/21,27,892,1
N92000002,Northern Ireland,nation,10/2/21,25,992,4
N92000002,Northern Ireland,nation,10/1/21,34,1039,2
N92000002,Northern Ireland,nation,9/30/21,31,1163,5
N92000002,Northern Ireland,nation,9/29/21,33,1320,3
N92000002,Northern Ireland,nation,9/28/21,24,1078,3
N92000002,Northern Ireland,nation,9/27/21,33,903,4
N92000002,Northern Ireland,nation,9/26/21,27,1020,4
N92000002,Northern Ireland,nation,9/25/21,32,1120,5
N92000002,Northern Ireland,nation,9/24/21,31,1030,6
N92000002,Northern Ireland,nation,9/23/21,31,1165,8
N92000002,Northern Ireland,nation,9/22/21,37,1060,9
N92000002,Northern Ireland,nation,9/21/21,43,1145,4
N92000002,Northern Ireland,nation,9/20/21,32,1020,4
N92000002,Northern Ireland,nation,9/19/21,24,889,5
N92000002,Northern Ireland,nation,9/18/21,32,1072,4
N92000002,Northern Ireland,nation,9/17/21,34,1239,10
N92000002,Northern Ireland,nation,9/16/21,35,1071,7
N92000002,Northern Ireland,nation,9/15/21,45,1304,3
N92000002,Northern Ireland,nation,9/14/21,39,1590,10
N92000002,Northern Ireland,nation,9/13/21,42,1199,10
N92000002,Northern Ireland,nation,9/12/21,32,1031,8
N92000002,Northern Ireland,nation,9/11/21,32,1424,6
N92000002,Northern Ireland,nation,9/10/21,27,1687,1
N92000002,Northern Ireland,nation,9/9/21,39,1831,6
N92000002,Northern Ireland,nation,9/8/21,56,1210,10
N92000002,Northern Ireland,nation,9/7/21,57,1748,5
N92000002,Northern Ireland,nation,9/6/21,49,1764,4
N92000002,Northern Ireland,nation,9/5/21,36,1232,13
N92000002,Northern Ireland,nation,9/4/21,36,1812,7
N92000002,Northern Ireland,nation,9/3/21,50,1248,6
N92000002,Northern Ireland,nation,9/2/21,43,793,8
N92000002,Northern Ireland,nation,9/1/21,53,1472,13
N92000002,Northern Ireland,nation,8/31/21,49,1313,7
N92000002,Northern Ireland,nation,8/30/21,43,1259,7
N92000002,Northern Ireland,nation,8/29/21,41,1225,8
N92000002,Northern Ireland,nation,8/28/21,36,1430,10
N92000002,Northern Ireland,nation,8/27/21,51,1875,5
N92000002,Northern Ireland,nation,8/26/21,49,1550,5
N92000002,Northern Ireland,nation,8/25/21,50,1771,4
N92000002,Northern Ireland,nation,8/24/21,53,1648,5
N92000002,Northern Ireland,nation,8/23/21,42,1320,8
N92000002,Northern Ireland,nation,8/22/21,40,1485,10
N92000002,Northern Ireland,nation,8/21/21,41,1612,12
N92000002,Northern Ireland,nation,8/20/21,46,2397,5
N92000002,Northern Ireland,nation,8/19/21,42,1963,7
N92000002,Northern Ireland,nation,8/18/21,38,1345,11
N92000002,Northern Ireland,nation,8/17/21,55,1564,7
N92000002,Northern Ireland,nation,8/16/21,53,1306,4
N92000002,Northern Ireland,nation,8/15/21,41,1294,2
N92000002,Northern Ireland,nation,8/14/21,42,1437,4
N92000002,Northern Ireland,nation,8/13/21,37,1389,6
N92000002,Northern Ireland,nation,8/12/21,50,1610,6
N92000002,Northern Ireland,nation,8/11/21,47,1467,5
N92000002,Northern Ireland,nation,8/10/21,51,1305,3
N92000002,Northern Ireland,nation,8/9/21,44,1031,3
N92000002,Northern Ireland,nation,8/8/21,38,1129,8
N92000002,Northern Ireland,nation,8/7/21,40,1349,3
N92000002,Northern Ireland,nation,8/6/21,52,1434,5
N92000002,Northern Ireland,nation,8/5/21,46,1641,4
N92000002,Northern Ireland,nation,8/4/21,39,1040,3
N92000002,Northern Ireland,nation,8/3/21,25,1082,1
N92000002,Northern Ireland,nation,8/2/21,39,872,3
N92000002,Northern Ireland,nation,8/1/21,36,1072,7
N92000002,Northern Ireland,nation,7/31/21,34,1177,5
N92000002,Northern Ireland,nation,7/30/21,37,1101,5
N92000002,Northern Ireland,nation,7/29/21,27,1471,6
N92000002,Northern Ireland,nation,7/28/21,31,1600,3
N92000002,Northern Ireland,nation,7/27/21,33,1473,2
N92000002,Northern Ireland,nation,7/26/21,45,639,0
N92000002,Northern Ireland,nation,7/25/21,40,1264,1
N92000002,Northern Ireland,nation,7/24/21,28,1520,2
N92000002,Northern Ireland,nation,7/23/21,54,1337,2
N92000002,Northern Ireland,nation,7/22/21,48,1430,2
N92000002,Northern Ireland,nation,7/21/21,42,1973,1
N92000002,Northern Ireland,nation,7/20/21,41,1138,1
N92000002,Northern Ireland,nation,7/19/21,33,1776,1
N92000002,Northern Ireland,nation,7/18/21,25,537,1
N92000002,Northern Ireland,nation,7/17/21,21,1402,0
N92000002,Northern Ireland,nation,7/16/21,21,1380,3
N92000002,Northern Ireland,nation,7/15/21,29,1083,0
N92000002,Northern Ireland,nation,7/14/21,30,636,0
N92000002,Northern Ireland,nation,7/13/21,17,511,0
N92000002,Northern Ireland,nation,7/12/21,18,528,0
N92000002,Northern Ireland,nation,7/11/21,14,605,1
N92000002,Northern Ireland,nation,7/10/21,18,445,1
N92000002,Northern Ireland,nation,7/9/21,10,605,1
N92000002,Northern Ireland,nation,7/8/21,15,627,0
N92000002,Northern Ireland,nation,7/7/21,12,570,0
N92000002,Northern Ireland,nation,7/6/21,8,417,0
N92000002,Northern Ireland,nation,7/5/21,12,420,0
N92000002,Northern Ireland,nation,7/4/21,6,533,0
N92000002,Northern Ireland,nation,7/3/21,5,460,0
N92000002,Northern Ireland,nation,7/2/21,13,339,0
N92000002,Northern Ireland,nation,7/1/21,7,326,1
N92000002,Northern Ireland,nation,6/30/21,10,375,0
N92000002,Northern Ireland,nation,6/29/21,11,278,0
N92000002,Northern Ireland,nation,6/28/21,6,211,0
N92000002,Northern Ireland,nation,6/27/21,5,261,0
N92000002,Northern Ireland,nation,6/26/21,6,298,0
N92000002,Northern Ireland,nation,6/25/21,4,229,0
N92000002,Northern Ireland,nation,6/24/21,3,198,0
N92000002,Northern Ireland,nation,6/23/21,4,188,0
N92000002,Northern Ireland,nation,6/22/21,5,187,0
N92000002,Northern Ireland,nation,6/21/21,4,133,0
N92000002,Northern Ireland,nation,6/20/21,0,125,0
N92000002,Northern Ireland,nation,6/19/21,0,158,0
N92000002,Northern Ireland,nation,6/18/21,1,178,0
N92000002,Northern Ireland,nation,6/17/21,3,179,0
N92000002,Northern Ireland,nation,6/16/21,1,143,0
N92000002,Northern Ireland,nation,6/15/21,3,115,0
N92000002,Northern Ireland,nation,6/14/21,0,87,0
N92000002,Northern Ireland,nation,6/13/21,1,70,0
N92000002,Northern Ireland,nation,6/12/21,0,107,0
N92000002,Northern Ireland,nation,6/11/21,2,121,0
N92000002,Northern Ireland,nation,6/10/21,1,109,0
N92000002,Northern Ireland,nation,6/9/21,0,105,0
N92000002,Northern Ireland,nation,6/8/21,3,81,1
N92000002,Northern Ireland,nation,6/7/21,4,54,0
N92000002,Northern Ireland,nation,6/6/21,0,69,0
N92000002,Northern Ireland,nation,6/5/21,1,95,0
N92000002,Northern Ireland,nation,6/4/21,1,73,0
N92000002,Northern Ireland,nation,6/3/21,1,80,0
N92000002,Northern Ireland,nation,6/2/21,1,84,0
N92000002,Northern Ireland,nation,6/1/21,2,54,1
N92000002,Northern Ireland,nation,5/31/21,0,39,0
N92000002,Northern Ireland,nation,5/30/21,0,63,0
N92000002,Northern Ireland,nation,5/29/21,2,68,0
N92000002,Northern Ireland,nation,5/28/21,3,75,1
N92000002,Northern Ireland,nation,5/27/21,0,84,0
N92000002,Northern Ireland,nation,5/26/21,1,66,0
N92000002,Northern Ireland,nation,5/25/21,1,75,0
N92000002,Northern Ireland,nation,5/24/21,2,53,0
N92000002,Northern Ireland,nation,5/23/21,1,77,0
N92000002,Northern Ireland,nation,5/22/21,3,82,0
N92000002,Northern Ireland,nation,5/21/21,2,84,0
N92000002,Northern Ireland,nation,5/20/21,0,90,0
N92000002,Northern Ireland,nation,5/19/21,2,107,0
N92000002,Northern Ireland,nation,5/18/21,3,104,1
N92000002,Northern Ireland,nation,5/17/21,5,82,0
N92000002,Northern Ireland,nation,5/16/21,1,109,2
N92000002,Northern Ireland,nation,5/15/21,1,0,0
N92000002,Northern Ireland,nation,5/14/21,4,96,0
N92000002,Northern Ireland,nation,5/13/21,1,99,1
N92000002,Northern Ireland,nation,5/12/21,3,113,0
N92000002,Northern Ireland,nation,5/11/21,3,89,1
N92000002,Northern Ireland,nation,5/10/21,2,76,0
N92000002,Northern Ireland,nation,5/9/21,5,98,0
N92000002,Northern Ireland,nation,5/8/21,3,81,0
